	type	value	gset	source	perc
405	"Random
subsampled RTs"	0.9279	ADaM2021	KY	0.35
406	"Random
subsampled RTs"	0.9331	ADaM2021	KY	0.4
407	"Random
subsampled RTs"	0.9448	ADaM2021	KY	0.45
408	"Random
subsampled RTs"	0.9502	ADaM2021	KY	0.5
409	"Random
subsampled RTs"	0.9539	ADaM2021	KY	0.55
410	"Random
subsampled RTs"	0.9579	ADaM2021	KY	0.6
411	"Random
subsampled RTs"	0.9576	ADaM2021	KY	0.65
412	"Random
subsampled RTs"	0.9651	ADaM2021	KY	0.7
413	"Random
subsampled RTs"	0.9659	ADaM2021	KY	0.75
414	"Random
subsampled RTs"	0.9699	ADaM2021	KY	0.8
415	"Random
subsampled RTs"	0.974	ADaM2021	KY	0.85
416	"Random
subsampled RTs"	0.979	ADaM2021	KY	0.9
417	"Random
subsampled RTs"	0.9779	ADaM2021	KY	0.95
418	"Random
subsampled RTs"	0.6113	Hart2017	AVANA	0.05
419	"Random
subsampled RTs"	0.744	Hart2017	AVANA	0.1
420	"Random
subsampled RTs"	0.7762	Hart2017	AVANA	0.15
421	"Random
subsampled RTs"	0.7868	Hart2017	AVANA	0.2
422	"Random
subsampled RTs"	0.8198	Hart2017	AVANA	0.25
423	"Random
subsampled RTs"	0.8391	Hart2017	AVANA	0.3
424	"Random
subsampled RTs"	0.8534	Hart2017	AVANA	0.35
425	"Random
subsampled RTs"	0.8654	Hart2017	AVANA	0.4
426	"Random
subsampled RTs"	0.8699	Hart2017	AVANA	0.45
427	"Random
subsampled RTs"	0.8682	Hart2017	AVANA	0.5
428	"Random
subsampled RTs"	0.8805	Hart2017	AVANA	0.55
429	"Random
subsampled RTs"	0.8743	Hart2017	AVANA	0.6
430	"Random
subsampled RTs"	0.8837	Hart2017	AVANA	0.65
431	"Random
subsampled RTs"	0.8784	Hart2017	AVANA	0.7
432	"Random
subsampled RTs"	0.8715	Hart2017	AVANA	0.75
433	"Random
subsampled RTs"	0.8808	Hart2017	AVANA	0.8
434	"Random
subsampled RTs"	0.9077	Hart2017	AVANA	0.85
435	"Random
subsampled RTs"	0.9134	Hart2017	AVANA	0.9
436	"Random
subsampled RTs"	0.9468	Hart2017	AVANA	0.95
437	"Random
subsampled RTs"	0.8042	Hart2017	KY	0.05
438	"Random
subsampled RTs"	0.8354	Hart2017	KY	0.1
439	"Random
subsampled RTs"	0.8633	Hart2017	KY	0.15
440	"Random
subsampled RTs"	0.8861	Hart2017	KY	0.2
441	"Random
subsampled RTs"	0.9017	Hart2017	KY	0.25
442	"Random
subsampled RTs"	0.9053	Hart2017	KY	0.3
443	"Random
subsampled RTs"	0.9083	Hart2017	KY	0.35
444	"Random
subsampled RTs"	0.9074	Hart2017	KY	0.4
445	"Random
subsampled RTs"	0.9134	Hart2017	KY	0.45
446	"Random
subsampled RTs"	0.9262	Hart2017	KY	0.5
447	"Random
subsampled RTs"	0.9405	Hart2017	KY	0.55
448	"Random
subsampled RTs"	0.9461	Hart2017	KY	0.6
449	"Random
subsampled RTs"	0.9559	Hart2017	KY	0.65
450	"Random
subsampled RTs"	0.959	Hart2017	KY	0.7
451	"Random
subsampled RTs"	0.9638	Hart2017	KY	0.75
452	"Random
subsampled RTs"	0.968	Hart2017	KY	0.8
453	"Random
subsampled RTs"	0.9707	Hart2017	KY	0.85
454	"Random
subsampled RTs"	0.9747	Hart2017	KY	0.9
455	"Random
subsampled RTs"	0.9789	Hart2017	KY	0.95
456	"Random
subsampled RTs"	0.6864	ADaM2021	AVANA	0.05
457	"Random
subsampled RTs"	0.7622	ADaM2021	AVANA	0.1
458	"Random
subsampled RTs"	0.8663	ADaM2021	AVANA	0.15
459	"Random
subsampled RTs"	0.7917	ADaM2021	AVANA	0.2
460	"Random
subsampled RTs"	0.8409	ADaM2021	AVANA	0.25
461	"Random
subsampled RTs"	0.8692	ADaM2021	AVANA	0.3
462	"Random
subsampled RTs"	0.9033	ADaM2021	AVANA	0.35
463	"Random
subsampled RTs"	0.9122	ADaM2021	AVANA	0.4
464	"Random
subsampled RTs"	0.9092	ADaM2021	AVANA	0.45
465	"Random
subsampled RTs"	0.9264	ADaM2021	AVANA	0.5
466	"Random
subsampled RTs"	0.9321	ADaM2021	AVANA	0.55
467	"Random
subsampled RTs"	0.9341	ADaM2021	AVANA	0.6
468	"Random
subsampled RTs"	0.9451	ADaM2021	AVANA	0.65
469	"Random
subsampled RTs"	0.9495	ADaM2021	AVANA	0.7
470	"Random
subsampled RTs"	0.9525	ADaM2021	AVANA	0.75
471	"Random
subsampled RTs"	0.9545	ADaM2021	AVANA	0.8
472	"Random
subsampled RTs"	0.9592	ADaM2021	AVANA	0.85
473	"Random
subsampled RTs"	0.9649	ADaM2021	AVANA	0.9
474	"Random
subsampled RTs"	0.968	ADaM2021	AVANA	0.95
475	"Random
subsampled RTs"	0.849	ADaM2021	KY	0.05
476	"Random
subsampled RTs"	0.8781	ADaM2021	KY	0.1
477	"Random
subsampled RTs"	0.8958	ADaM2021	KY	0.15
478	"Random
subsampled RTs"	0.8995	ADaM2021	KY	0.2
479	"Random
subsampled RTs"	0.9183	ADaM2021	KY	0.25
480	"Random
subsampled RTs"	0.9056	ADaM2021	KY	0.3
481	"Random
subsampled RTs"	0.9078	ADaM2021	KY	0.35
482	"Random
subsampled RTs"	0.9133	ADaM2021	KY	0.4
483	"Random
subsampled RTs"	0.9393	ADaM2021	KY	0.45
484	"Random
subsampled RTs"	0.9398	ADaM2021	KY	0.5
485	"Random
subsampled RTs"	0.9298	ADaM2021	KY	0.55
486	"Random
subsampled RTs"	0.9304	ADaM2021	KY	0.6
487	"Random
subsampled RTs"	0.9477	ADaM2021	KY	0.65
488	"Random
subsampled RTs"	0.9568	ADaM2021	KY	0.7
489	"Random
subsampled RTs"	0.9615	ADaM2021	KY	0.75
490	"Random
subsampled RTs"	0.9709	ADaM2021	KY	0.8
491	"Random
subsampled RTs"	0.9717	ADaM2021	KY	0.85
492	"Random
subsampled RTs"	0.9797	ADaM2021	KY	0.9
493	"Random
subsampled RTs"	0.9819	ADaM2021	KY	0.95
494	"Random
subsampled RTs"	0.7293	Hart2017	AVANA	0.05
495	"Random
subsampled RTs"	0.691	Hart2017	AVANA	0.1
496	"Random
subsampled RTs"	0.7353	Hart2017	AVANA	0.15
497	"Random
subsampled RTs"	0.8078	Hart2017	AVANA	0.2
498	"Random
subsampled RTs"	0.8421	Hart2017	AVANA	0.25
499	"Random
subsampled RTs"	0.8551	Hart2017	AVANA	0.3
500	"Random
subsampled RTs"	0.8694	Hart2017	AVANA	0.35
501	"Random
subsampled RTs"	0.8738	Hart2017	AVANA	0.4
502	"Random
subsampled RTs"	0.8675	Hart2017	AVANA	0.45
503	"Random
subsampled RTs"	0.878	Hart2017	AVANA	0.5
504	"Random
subsampled RTs"	0.8417	Hart2017	AVANA	0.55
505	"Random
subsampled RTs"	0.8616	Hart2017	AVANA	0.6
506	"Random
subsampled RTs"	0.8982	Hart2017	AVANA	0.65
507	"Random
subsampled RTs"	0.9042	Hart2017	AVANA	0.7
508	"Random
subsampled RTs"	0.9045	Hart2017	AVANA	0.75
509	"Random
subsampled RTs"	0.9139	Hart2017	AVANA	0.8
510	"Random
subsampled RTs"	0.9282	Hart2017	AVANA	0.85
511	"Random
subsampled RTs"	0.9381	Hart2017	AVANA	0.9
512	"Random
subsampled RTs"	0.9478	Hart2017	AVANA	0.95
513	"Random
subsampled RTs"	0.8014	Hart2017	KY	0.05
514	"Random
subsampled RTs"	0.8487	Hart2017	KY	0.1
515	"Random
subsampled RTs"	0.8461	Hart2017	KY	0.15
516	"Random
subsampled RTs"	0.8999	Hart2017	KY	0.2
517	"Random
subsampled RTs"	0.9053	Hart2017	KY	0.25
518	"Random
subsampled RTs"	0.9094	Hart2017	KY	0.3
519	"Random
subsampled RTs"	0.904	Hart2017	KY	0.35
520	"Random
subsampled RTs"	0.9006	Hart2017	KY	0.4
521	"Random
subsampled RTs"	0.903	Hart2017	KY	0.45
522	"Random
subsampled RTs"	0.8909	Hart2017	KY	0.5
523	"Random
subsampled RTs"	0.9244	Hart2017	KY	0.55
524	"Random
subsampled RTs"	0.9351	Hart2017	KY	0.6
525	"Random
subsampled RTs"	0.9391	Hart2017	KY	0.65
526	"Random
subsampled RTs"	0.9506	Hart2017	KY	0.7
527	"Random
subsampled RTs"	0.957	Hart2017	KY	0.75
528	"Random
subsampled RTs"	0.9605	Hart2017	KY	0.8
529	"Random
subsampled RTs"	0.969	Hart2017	KY	0.85
530	"Random
subsampled RTs"	0.973	Hart2017	KY	0.9
531	"Random
subsampled RTs"	0.9784	Hart2017	KY	0.95
532	"Random
subsampled RTs"	0.436	ADaM2021	AVANA	0.05
533	"Random
subsampled RTs"	0.8087	ADaM2021	AVANA	0.1
534	"Random
subsampled RTs"	0.8537	ADaM2021	AVANA	0.15
535	"Random
subsampled RTs"	0.8735	ADaM2021	AVANA	0.2
536	"Random
subsampled RTs"	0.877	ADaM2021	AVANA	0.25
537	"Random
subsampled RTs"	0.9028	ADaM2021	AVANA	0.3
538	"Random
subsampled RTs"	0.9117	ADaM2021	AVANA	0.35
539	"Random
subsampled RTs"	0.9191	ADaM2021	AVANA	0.4
540	"Random
subsampled RTs"	0.9242	ADaM2021	AVANA	0.45
541	"Random
subsampled RTs"	0.9241	ADaM2021	AVANA	0.5
542	"Random
subsampled RTs"	0.9324	ADaM2021	AVANA	0.55
543	"Random
subsampled RTs"	0.933	ADaM2021	AVANA	0.6
544	"Random
subsampled RTs"	0.9418	ADaM2021	AVANA	0.65
545	"Random
subsampled RTs"	0.946	ADaM2021	AVANA	0.7
546	"Random
subsampled RTs"	0.9506	ADaM2021	AVANA	0.75
547	"Random
subsampled RTs"	0.954	ADaM2021	AVANA	0.8
548	"Random
subsampled RTs"	0.959	ADaM2021	AVANA	0.85
549	"Random
subsampled RTs"	0.9614	ADaM2021	AVANA	0.9
550	"Random
subsampled RTs"	0.9658	ADaM2021	AVANA	0.95
551	"Random
subsampled RTs"	0.7312	ADaM2021	KY	0.05
552	"Random
subsampled RTs"	0.844	ADaM2021	KY	0.1
553	"Random
subsampled RTs"	0.8815	ADaM2021	KY	0.15
554	"Random
subsampled RTs"	0.8992	ADaM2021	KY	0.2
555	"Random
subsampled RTs"	0.8946	ADaM2021	KY	0.25
556	"Random
subsampled RTs"	0.934	ADaM2021	KY	0.3
557	"Random
subsampled RTs"	0.9357	ADaM2021	KY	0.35
558	"Random
subsampled RTs"	0.942	ADaM2021	KY	0.4
559	"Random
subsampled RTs"	0.9406	ADaM2021	KY	0.45
560	"Random
subsampled RTs"	0.931	ADaM2021	KY	0.5
561	"Random
subsampled RTs"	0.9482	ADaM2021	KY	0.55
562	"Random
subsampled RTs"	0.9542	ADaM2021	KY	0.6
563	"Random
subsampled RTs"	0.9537	ADaM2021	KY	0.65
564	"Random
subsampled RTs"	0.9618	ADaM2021	KY	0.7
565	"Random
subsampled RTs"	0.9608	ADaM2021	KY	0.75
566	"Random
subsampled RTs"	0.9706	ADaM2021	KY	0.8
567	"Random
subsampled RTs"	0.9726	ADaM2021	KY	0.85
568	"Random
subsampled RTs"	0.9781	ADaM2021	KY	0.9
569	"Random
subsampled RTs"	0.9781	ADaM2021	KY	0.95
570	"Random
subsampled RTs"	0.7667	Hart2017	AVANA	0.05
571	"Random
subsampled RTs"	0.7786	Hart2017	AVANA	0.1
572	"Random
subsampled RTs"	0.826	Hart2017	AVANA	0.15
573	"Random
subsampled RTs"	0.7882	Hart2017	AVANA	0.2
574	"Random
subsampled RTs"	0.8418	Hart2017	AVANA	0.25
575	"Random
subsampled RTs"	0.8463	Hart2017	AVANA	0.3
576	"Random
subsampled RTs"	0.853	Hart2017	AVANA	0.35
577	"Random
subsampled RTs"	0.8449	Hart2017	AVANA	0.4
578	"Random
subsampled RTs"	0.8618	Hart2017	AVANA	0.45
579	"Random
subsampled RTs"	0.8802	Hart2017	AVANA	0.5
580	"Random
subsampled RTs"	0.8788	Hart2017	AVANA	0.55
581	"Random
subsampled RTs"	0.8776	Hart2017	AVANA	0.6
582	"Random
subsampled RTs"	0.8923	Hart2017	AVANA	0.65
583	"Random
subsampled RTs"	0.8893	Hart2017	AVANA	0.7
584	"Random
subsampled RTs"	0.911	Hart2017	AVANA	0.75
585	"Random
subsampled RTs"	0.9098	Hart2017	AVANA	0.8
586	"Random
subsampled RTs"	0.9267	Hart2017	AVANA	0.85
587	"Random
subsampled RTs"	0.9357	Hart2017	AVANA	0.9
588	"Random
subsampled RTs"	0.9437	Hart2017	AVANA	0.95
589	"Random
subsampled RTs"	0.8023	Hart2017	KY	0.05
590	"Random
subsampled RTs"	0.8036	Hart2017	KY	0.1
591	"Random
subsampled RTs"	0.8764	Hart2017	KY	0.15
592	"Random
subsampled RTs"	0.8935	Hart2017	KY	0.2
593	"Random
subsampled RTs"	0.8801	Hart2017	KY	0.25
594	"Random
subsampled RTs"	0.8764	Hart2017	KY	0.3
595	"Random
subsampled RTs"	0.9155	Hart2017	KY	0.35
596	"Random
subsampled RTs"	0.9165	Hart2017	KY	0.4
597	"Random
subsampled RTs"	0.9288	Hart2017	KY	0.45
598	"Random
subsampled RTs"	0.9354	Hart2017	KY	0.5
599	"Random
subsampled RTs"	0.9407	Hart2017	KY	0.55
600	"Random
subsampled RTs"	0.9553	Hart2017	KY	0.6
601	"Random
subsampled RTs"	0.9587	Hart2017	KY	0.65
602	"Random
subsampled RTs"	0.9617	Hart2017	KY	0.7
603	"Random
subsampled RTs"	0.9653	Hart2017	KY	0.75
604	"Random
subsampled RTs"	0.9651	Hart2017	KY	0.8
605	"Random
subsampled RTs"	0.9601	Hart2017	KY	0.85
606	"Random
subsampled RTs"	0.9705	Hart2017	KY	0.9
607	"Random
subsampled RTs"	0.9773	Hart2017	KY	0.95
608	"Random
subsampled RTs"	0.789	ADaM2021	AVANA	0.05
609	"Random
subsampled RTs"	0.7168	ADaM2021	AVANA	0.1
610	"Random
subsampled RTs"	0.7573	ADaM2021	AVANA	0.15
611	"Random
subsampled RTs"	0.8187	ADaM2021	AVANA	0.2
612	"Random
subsampled RTs"	0.859	ADaM2021	AVANA	0.25
613	"Random
subsampled RTs"	0.8984	ADaM2021	AVANA	0.3
614	"Random
subsampled RTs"	0.9136	ADaM2021	AVANA	0.35
615	"Random
subsampled RTs"	0.8838	ADaM2021	AVANA	0.4
616	"Random
subsampled RTs"	0.9147	ADaM2021	AVANA	0.45
617	"Random
subsampled RTs"	0.9071	ADaM2021	AVANA	0.5
618	"Random
subsampled RTs"	0.908	ADaM2021	AVANA	0.55
619	"Random
subsampled RTs"	0.9118	ADaM2021	AVANA	0.6
620	"Random
subsampled RTs"	0.9349	ADaM2021	AVANA	0.65
621	"Random
subsampled RTs"	0.9351	ADaM2021	AVANA	0.7
622	"Random
subsampled RTs"	0.9509	ADaM2021	AVANA	0.75
623	"Random
subsampled RTs"	0.9548	ADaM2021	AVANA	0.8
624	"Random
subsampled RTs"	0.955	ADaM2021	AVANA	0.85
625	"Random
subsampled RTs"	0.9607	ADaM2021	AVANA	0.9
626	"Random
subsampled RTs"	0.9668	ADaM2021	AVANA	0.95
627	"Random
subsampled RTs"	0.8344	ADaM2021	KY	0.05
628	"Random
subsampled RTs"	0.8448	ADaM2021	KY	0.1
629	"Random
subsampled RTs"	0.903	ADaM2021	KY	0.15
630	"Random
subsampled RTs"	0.9202	ADaM2021	KY	0.2
631	"Random
subsampled RTs"	0.936	ADaM2021	KY	0.25
632	"Random
subsampled RTs"	0.9408	ADaM2021	KY	0.3
633	"Random
subsampled RTs"	0.9417	ADaM2021	KY	0.35
634	"Random
subsampled RTs"	0.9427	ADaM2021	KY	0.4
635	"Random
subsampled RTs"	0.9447	ADaM2021	KY	0.45
636	"Random
subsampled RTs"	0.9528	ADaM2021	KY	0.5
637	"Random
subsampled RTs"	0.9553	ADaM2021	KY	0.55
638	"Random
subsampled RTs"	0.9527	ADaM2021	KY	0.6
639	"Random
subsampled RTs"	0.9509	ADaM2021	KY	0.65
640	"Random
subsampled RTs"	0.957	ADaM2021	KY	0.7
641	"Random
subsampled RTs"	0.9534	ADaM2021	KY	0.75
642	"Random
subsampled RTs"	0.9652	ADaM2021	KY	0.8
643	"Random
subsampled RTs"	0.9784	ADaM2021	KY	0.85
644	"Random
subsampled RTs"	0.9778	ADaM2021	KY	0.9
645	"Random
subsampled RTs"	0.9791	ADaM2021	KY	0.95
646	"Random
subsampled RTs"	0.6953	Hart2017	AVANA	0.05
647	"Random
subsampled RTs"	0.768	Hart2017	AVANA	0.1
648	"Random
subsampled RTs"	0.6282	Hart2017	AVANA	0.15
649	"Random
subsampled RTs"	0.7593	Hart2017	AVANA	0.2
650	"Random
subsampled RTs"	0.7741	Hart2017	AVANA	0.25
651	"Random
subsampled RTs"	0.8373	Hart2017	AVANA	0.3
652	"Random
subsampled RTs"	0.8582	Hart2017	AVANA	0.35
653	"Random
subsampled RTs"	0.8705	Hart2017	AVANA	0.4
654	"Random
subsampled RTs"	0.8785	Hart2017	AVANA	0.45
655	"Random
subsampled RTs"	0.8845	Hart2017	AVANA	0.5
656	"Random
subsampled RTs"	0.895	Hart2017	AVANA	0.55
657	"Random
subsampled RTs"	0.8936	Hart2017	AVANA	0.6
658	"Random
subsampled RTs"	0.9011	Hart2017	AVANA	0.65
659	"Random
subsampled RTs"	0.9064	Hart2017	AVANA	0.7
660	"Random
subsampled RTs"	0.9131	Hart2017	AVANA	0.75
661	"Random
subsampled RTs"	0.9247	Hart2017	AVANA	0.8
662	"Random
subsampled RTs"	0.9291	Hart2017	AVANA	0.85
663	"Random
subsampled RTs"	0.9349	Hart2017	AVANA	0.9
664	"Random
subsampled RTs"	0.9462	Hart2017	AVANA	0.95
665	"Random
subsampled RTs"	0.8061	Hart2017	KY	0.05
666	"Random
subsampled RTs"	0.8627	Hart2017	KY	0.1
667	"Random
subsampled RTs"	0.8763	Hart2017	KY	0.15
668	"Random
subsampled RTs"	0.8667	Hart2017	KY	0.2
669	"Random
subsampled RTs"	0.8884	Hart2017	KY	0.25
670	"Random
subsampled RTs"	0.8944	Hart2017	KY	0.3
671	"Random
subsampled RTs"	0.9214	Hart2017	KY	0.35
672	"Random
subsampled RTs"	0.9336	Hart2017	KY	0.4
673	"Random
subsampled RTs"	0.9349	Hart2017	KY	0.45
674	"Random
subsampled RTs"	0.9396	Hart2017	KY	0.5
675	"Random
subsampled RTs"	0.9454	Hart2017	KY	0.55
676	"Random
subsampled RTs"	0.9453	Hart2017	KY	0.6
677	"Random
subsampled RTs"	0.9442	Hart2017	KY	0.65
678	"Random
subsampled RTs"	0.9486	Hart2017	KY	0.7
679	"Random
subsampled RTs"	0.953	Hart2017	KY	0.75
680	"Random
subsampled RTs"	0.9409	Hart2017	KY	0.8
681	"Random
subsampled RTs"	0.9509	Hart2017	KY	0.85
682	"Random
subsampled RTs"	0.9701	Hart2017	KY	0.9
683	"Random
subsampled RTs"	0.9772	Hart2017	KY	0.95
684	"Random
subsampled RTs"	0.7296	ADaM2021	AVANA	0.05
685	"Random
subsampled RTs"	0.8531	ADaM2021	AVANA	0.1
686	"Random
subsampled RTs"	0.8736	ADaM2021	AVANA	0.15
687	"Random
subsampled RTs"	0.8794	ADaM2021	AVANA	0.2
688	"Random
subsampled RTs"	0.8809	ADaM2021	AVANA	0.25
689	"Random
subsampled RTs"	0.8745	ADaM2021	AVANA	0.3
690	"Random
subsampled RTs"	0.8755	ADaM2021	AVANA	0.35
691	"Random
subsampled RTs"	0.8744	ADaM2021	AVANA	0.4
692	"Random
subsampled RTs"	0.8766	ADaM2021	AVANA	0.45
693	"Random
subsampled RTs"	0.8811	ADaM2021	AVANA	0.5
694	"Random
subsampled RTs"	0.8836	ADaM2021	AVANA	0.55
695	"Random
subsampled RTs"	0.9323	ADaM2021	AVANA	0.6
696	"Random
subsampled RTs"	0.9231	ADaM2021	AVANA	0.65
697	"Random
subsampled RTs"	0.9122	ADaM2021	AVANA	0.7
698	"Random
subsampled RTs"	0.9196	ADaM2021	AVANA	0.75
699	"Random
subsampled RTs"	0.9392	ADaM2021	AVANA	0.8
700	"Random
subsampled RTs"	0.948	ADaM2021	AVANA	0.85
701	"Random
subsampled RTs"	0.9617	ADaM2021	AVANA	0.9
702	"Random
subsampled RTs"	0.9635	ADaM2021	AVANA	0.95
703	"Random
subsampled RTs"	0.8377	ADaM2021	KY	0.05
704	"Random
subsampled RTs"	0.8773	ADaM2021	KY	0.1
705	"Random
subsampled RTs"	0.899	ADaM2021	KY	0.15
706	"Random
subsampled RTs"	0.9169	ADaM2021	KY	0.2
707	"Random
subsampled RTs"	0.9262	ADaM2021	KY	0.25
708	"Random
subsampled RTs"	0.9369	ADaM2021	KY	0.3
709	"Random
subsampled RTs"	0.9462	ADaM2021	KY	0.35
710	"Random
subsampled RTs"	0.9528	ADaM2021	KY	0.4
711	"Random
subsampled RTs"	0.9562	ADaM2021	KY	0.45
712	"Random
subsampled RTs"	0.9559	ADaM2021	KY	0.5
713	"Random
subsampled RTs"	0.9577	ADaM2021	KY	0.55
714	"Random
subsampled RTs"	0.9601	ADaM2021	KY	0.6
715	"Random
subsampled RTs"	0.9639	ADaM2021	KY	0.65
716	"Random
subsampled RTs"	0.9689	ADaM2021	KY	0.7
717	"Random
subsampled RTs"	0.9701	ADaM2021	KY	0.75
718	"Random
subsampled RTs"	0.9735	ADaM2021	KY	0.8
719	"Random
subsampled RTs"	0.977	ADaM2021	KY	0.85
720	"Random
subsampled RTs"	0.9801	ADaM2021	KY	0.9
721	"Random
subsampled RTs"	0.981	ADaM2021	KY	0.95
722	"Random
subsampled RTs"	0.7249	Hart2017	AVANA	0.05
723	"Random
subsampled RTs"	0.7851	Hart2017	AVANA	0.1
724	"Random
subsampled RTs"	0.8105	Hart2017	AVANA	0.15
725	"Random
subsampled RTs"	0.8238	Hart2017	AVANA	0.2
726	"Random
subsampled RTs"	0.8263	Hart2017	AVANA	0.25
727	"Random
subsampled RTs"	0.871	Hart2017	AVANA	0.3
728	"Random
subsampled RTs"	0.8771	Hart2017	AVANA	0.35
729	"Random
subsampled RTs"	0.8822	Hart2017	AVANA	0.4
730	"Random
subsampled RTs"	0.8891	Hart2017	AVANA	0.45
731	"Random
subsampled RTs"	0.8728	Hart2017	AVANA	0.5
732	"Random
subsampled RTs"	0.8801	Hart2017	AVANA	0.55
733	"Random
subsampled RTs"	0.8962	Hart2017	AVANA	0.6
734	"Random
subsampled RTs"	0.9054	Hart2017	AVANA	0.65
735	"Random
subsampled RTs"	0.9094	Hart2017	AVANA	0.7
736	"Random
subsampled RTs"	0.9232	Hart2017	AVANA	0.75
737	"Random
subsampled RTs"	0.9309	Hart2017	AVANA	0.8
738	"Random
subsampled RTs"	0.9363	Hart2017	AVANA	0.85
739	"Random
subsampled RTs"	0.9414	Hart2017	AVANA	0.9
740	"Random
subsampled RTs"	0.9463	Hart2017	AVANA	0.95
741	"Random
subsampled RTs"	0.8037	Hart2017	KY	0.05
742	"Random
subsampled RTs"	0.8025	Hart2017	KY	0.1
743	"Random
subsampled RTs"	0.7922	Hart2017	KY	0.15
744	"Random
subsampled RTs"	0.8134	Hart2017	KY	0.2
745	"Random
subsampled RTs"	0.8548	Hart2017	KY	0.25
746	"Random
subsampled RTs"	0.8932	Hart2017	KY	0.3
747	"Random
subsampled RTs"	0.9224	Hart2017	KY	0.35
748	"Random
subsampled RTs"	0.9367	Hart2017	KY	0.4
749	"Random
subsampled RTs"	0.936	Hart2017	KY	0.45
750	"Random
subsampled RTs"	0.9264	Hart2017	KY	0.5
751	"Random
subsampled RTs"	0.9195	Hart2017	KY	0.55
752	"Random
subsampled RTs"	0.9253	Hart2017	KY	0.6
753	"Random
subsampled RTs"	0.9373	Hart2017	KY	0.65
754	"Random
subsampled RTs"	0.9589	Hart2017	KY	0.7
755	"Random
subsampled RTs"	0.9634	Hart2017	KY	0.75
756	"Random
subsampled RTs"	0.9622	Hart2017	KY	0.8
757	"Random
subsampled RTs"	0.9692	Hart2017	KY	0.85
758	"Random
subsampled RTs"	0.9675	Hart2017	KY	0.9
759	"Random
subsampled RTs"	0.9787	Hart2017	KY	0.95
760	"Random
subsampled RTs"	0.7896	ADaM2021	AVANA	0.05
761	"Random
subsampled RTs"	0.791	ADaM2021	AVANA	0.1
762	"Random
subsampled RTs"	0.823	ADaM2021	AVANA	0.15
763	"Random
subsampled RTs"	0.8341	ADaM2021	AVANA	0.2
764	"Random
subsampled RTs"	0.8796	ADaM2021	AVANA	0.25
765	"Random
subsampled RTs"	0.8826	ADaM2021	AVANA	0.3
766	"Random
subsampled RTs"	0.8873	ADaM2021	AVANA	0.35
767	"Random
subsampled RTs"	0.8822	ADaM2021	AVANA	0.4
768	"Random
subsampled RTs"	0.8863	ADaM2021	AVANA	0.45
769	"Random
subsampled RTs"	0.8949	ADaM2021	AVANA	0.5
770	"Random
subsampled RTs"	0.9202	ADaM2021	AVANA	0.55
771	"Random
subsampled RTs"	0.918	ADaM2021	AVANA	0.6
772	"Random
subsampled RTs"	0.9322	ADaM2021	AVANA	0.65
773	"Random
subsampled RTs"	0.9247	ADaM2021	AVANA	0.7
774	"Random
subsampled RTs"	0.9285	ADaM2021	AVANA	0.75
775	"Random
subsampled RTs"	0.9478	ADaM2021	AVANA	0.8
776	"Random
subsampled RTs"	0.9621	ADaM2021	AVANA	0.85
777	"Random
subsampled RTs"	0.9642	ADaM2021	AVANA	0.9
778	"Random
subsampled RTs"	0.9647	ADaM2021	AVANA	0.95
779	"Random
subsampled RTs"	0.8294	ADaM2021	KY	0.05
780	"Random
subsampled RTs"	0.8489	ADaM2021	KY	0.1
781	"Random
subsampled RTs"	0.8947	ADaM2021	KY	0.15
782	"Random
subsampled RTs"	0.92	ADaM2021	KY	0.2
783	"Random
subsampled RTs"	0.9072	ADaM2021	KY	0.25
784	"Random
subsampled RTs"	0.9277	ADaM2021	KY	0.3
785	"Random
subsampled RTs"	0.939	ADaM2021	KY	0.35
786	"Random
subsampled RTs"	0.9425	ADaM2021	KY	0.4
787	"Random
subsampled RTs"	0.9447	ADaM2021	KY	0.45
788	"Random
subsampled RTs"	0.9433	ADaM2021	KY	0.5
789	"Random
subsampled RTs"	0.9532	ADaM2021	KY	0.55
790	"Random
subsampled RTs"	0.9447	ADaM2021	KY	0.6
791	"Random
subsampled RTs"	0.9493	ADaM2021	KY	0.65
792	"Random
subsampled RTs"	0.9571	ADaM2021	KY	0.7
793	"Random
subsampled RTs"	0.9585	ADaM2021	KY	0.75
794	"Random
subsampled RTs"	0.9669	ADaM2021	KY	0.8
795	"Random
subsampled RTs"	0.9742	ADaM2021	KY	0.85
796	"Random
subsampled RTs"	0.9754	ADaM2021	KY	0.9
797	"Random
subsampled RTs"	0.9826	ADaM2021	KY	0.95
798	"Random
subsampled RTs"	0.6499	Hart2017	AVANA	0.05
799	"Random
subsampled RTs"	0.788	Hart2017	AVANA	0.1
800	"Random
subsampled RTs"	0.7533	Hart2017	AVANA	0.15
801	"Random
subsampled RTs"	0.8132	Hart2017	AVANA	0.2
802	"Random
subsampled RTs"	0.8448	Hart2017	AVANA	0.25
803	"Random
subsampled RTs"	0.8427	Hart2017	AVANA	0.3
804	"Random
subsampled RTs"	0.8681	Hart2017	AVANA	0.35
805	"Random
subsampled RTs"	0.8807	Hart2017	AVANA	0.4
806	"Random
subsampled RTs"	0.8527	Hart2017	AVANA	0.45
807	"Random
subsampled RTs"	0.8831	Hart2017	AVANA	0.5
808	"Random
subsampled RTs"	0.8992	Hart2017	AVANA	0.55
809	"Random
subsampled RTs"	0.8893	Hart2017	AVANA	0.6
810	"Random
subsampled RTs"	0.9098	Hart2017	AVANA	0.65
