	Gene	Corrected fold-changes	category	gset	Library
17268	SRPRA	-0.7800691609554354	Common	Hart2017	MiniLibCas9
17269	FOXRED1	-0.2657797540103669	Common	Hart2017	MiniLibCas9
17270	PRDM10	-0.5099326112382769	Common	Hart2017	MiniLibCas9
17271	NCAPD3	-0.3208333190777995	Common	Hart2017	MiniLibCas9
17272	IQSEC3	-0.2580575596109946	Common	Hart2017	MiniLibCas9
17273	SLC6A13	-0.1700444658126703	Exclusive	Hart2017	MiniLibCas9
17274	WNK1	-1.2376764601963666	Common	Hart2017	MiniLibCas9
17275	CACNA1C	-0.23618580079703	Common	Hart2017	MiniLibCas9
17276	FOXM1	-0.2319317358437546	Common	Hart2017	MiniLibCas9
17277	RHNO1	-0.1817106445003524	Exclusive	Hart2017	MiniLibCas9
17278	TSPAN9	-0.1819854747284064	Exclusive	Hart2017	MiniLibCas9
17279	AKAP3	-0.2292362010416367	Common	Hart2017	MiniLibCas9
17280	NDUFA9	-0.4927525478622063	Common	Hart2017	MiniLibCas9
17281	KCNA1	-0.2467504982494144	Common	Hart2017	MiniLibCas9
17282	VWF	-0.3089499259909133	Common	Hart2017	MiniLibCas9
17283	NCAPD2	-0.7243626343632127	Common	Hart2017	MiniLibCas9
17284	CHD4	-1.85545417472754	Common	Hart2017	MiniLibCas9
17285	PTMS	-0.2513226597783537	Common	Hart2017	MiniLibCas9
17286	P3H3	-0.2044914495024626	Exclusive	Hart2017	MiniLibCas9
17287	CDCA3	-0.4486871894380498	Common	Hart2017	MiniLibCas9
17288	USP5	-1.5213209720990934	Common	Hart2017	MiniLibCas9
17289	PHB2	-3.496515715728707	Common	Hart2017	MiniLibCas9
17290	EMG1	-1.439040587373471	Common	Hart2017	MiniLibCas9
17291	CD163L1	-0.1940481916792544	Exclusive	Hart2017	MiniLibCas9
17292	CD163	-0.3860289237874673	Common	Hart2017	MiniLibCas9
17293	NANOGNB	-0.2092334535842008	Exclusive	Hart2017	MiniLibCas9
17294	SLC2A14	-0.1721822036906717	Exclusive	Hart2017	MiniLibCas9
17295	FOXJ2	-0.291970023343734	Common	Hart2017	MiniLibCas9
17296	MFAP5	-0.2100902283601505	Exclusive	Hart2017	MiniLibCas9
17297	PZP	-0.3498901796016539	Common	Hart2017	MiniLibCas9
17298	CLEC12A	-0.253375178122024	Common	Hart2017	MiniLibCas9
17299	CLEC12B	-0.2612865026117373	Common	Hart2017	MiniLibCas9
17300	CLEC1A	-0.2255317087600368	Common	Hart2017	MiniLibCas9
17301	TMEM52B	-0.2216243037542169	Exclusive	Hart2017	MiniLibCas9
17302	KLRC2	-0.2207798950628255	Exclusive	Hart2017	MiniLibCas9
17303	PRB2	-1.0174739112568791	Common	Hart2017	MiniLibCas9
17304	BORCS5	-0.3853255013560384	Common	Hart2017	MiniLibCas9
17305	DDX47	-2.9607118462003554	Common	Hart2017	MiniLibCas9
17306	H2AJ	-0.2183141060910908	Exclusive	Hart2017	MiniLibCas9
17307	WBP11	-1.1239454886812197	Common	Hart2017	MiniLibCas9
17308	STRAP	-0.2005701631126867	Exclusive	Hart2017	MiniLibCas9
17309	PYROXD1	-0.6764131836718602	Common	Hart2017	MiniLibCas9
17310	ETNK1	-0.3952814280166916	Common	Hart2017	MiniLibCas9
17311	CASC1	-0.1667588039811054	Exclusive	Hart2017	MiniLibCas9
17312	INTS13	-0.6526233640016956	Common	Hart2017	MiniLibCas9
17313	FGFR1OP2	-0.2064469623365531	Exclusive	Hart2017	MiniLibCas9
17314	MED21	-3.343243262008221	Common	Hart2017	MiniLibCas9
17315	MRPS35	-0.5700956575088323	Common	Hart2017	MiniLibCas9
17316	TSPAN11	-0.174249843188702	Exclusive	Hart2017	MiniLibCas9
17317	DDX11	-0.3629054699711341	Common	Hart2017	MiniLibCas9
17318	SINHCAF	-0.636715394896066	Common	Hart2017	MiniLibCas9
17319	DENND5B	-0.3431832633903122	Common	Hart2017	MiniLibCas9
17320	DNM1L	-0.6373237584415916	Common	Hart2017	MiniLibCas9
17321	YARS2	-0.9092477061958816	Common	Hart2017	MiniLibCas9
17322	ALG10B	-0.1699450364652308	Exclusive	Hart2017	MiniLibCas9
17323	ZCRB1	-0.7068526141234437	Common	Hart2017	MiniLibCas9
17324	ARID2	-0.4915024064099196	Common	Hart2017	MiniLibCas9
17325	SCAF11	-0.3245187179324559	Common	Hart2017	MiniLibCas9
17326	SLC38A2	-0.9101180770448988	Common	Hart2017	MiniLibCas9
17327	RPAP3	-0.2108416122482112	Exclusive	Hart2017	MiniLibCas9
17328	VDR	-0.291343416187818	Common	Hart2017	MiniLibCas9
17329	PFKM	-0.2098758915392851	Exclusive	Hart2017	MiniLibCas9
17330	KANSL2	-1.1811796636861598	Common	Hart2017	MiniLibCas9
17331	DDX23	-4.969119638580393	Common	Hart2017	MiniLibCas9
17332	TUBA1B	-0.5198005856418935	Common	Hart2017	MiniLibCas9
17333	TROAP	-0.161342670106386	Exclusive	Hart2017	MiniLibCas9
17334	MCRS1	-2.397429873182056	Common	Hart2017	MiniLibCas9
17335	FAM186B	-0.1927617337827146	Exclusive	Hart2017	MiniLibCas9
17336	PRPF40B	-0.7698693917219162	Common	Hart2017	MiniLibCas9
17337	RACGAP1	-1.7592150513166582	Common	Hart2017	MiniLibCas9
17338	SMARCD1	-0.4584467265358493	Common	Hart2017	MiniLibCas9
17339	HIGD1C	-0.3939231402544153	Common	Hart2017	MiniLibCas9
17340	GRASP	-0.170304913643798	Exclusive	Hart2017	MiniLibCas9
17341	KRT86	-0.1717088840074164	Exclusive	Hart2017	MiniLibCas9
17342	KRT6B	-0.238398876121739	Common	Hart2017	MiniLibCas9
17343	KRT6A	-0.4314675359184501	Common	Hart2017	MiniLibCas9
17344	ZNF740	-0.1733040201632624	Exclusive	Hart2017	MiniLibCas9
17345	ESPL1	-2.7543014904034644	Common	Hart2017	MiniLibCas9
17346	PFDN5	-1.1156893868022784	Common	Hart2017	MiniLibCas9
17347	PCBP2	-0.2603239642073289	Common	Hart2017	MiniLibCas9
17348	NPFF	-0.1862295336258703	Exclusive	Hart2017	MiniLibCas9
17349	HOXC10	-0.2067960821068117	Exclusive	Hart2017	MiniLibCas9
17350	HOXC9	-0.298877127907965	Common	Hart2017	MiniLibCas9
17351	HOXC4	-0.288209431904135	Common	Hart2017	MiniLibCas9
17352	HNRNPA1	-0.9289017210912978	Common	Hart2017	MiniLibCas9
17353	COPZ1	-3.4762088850116077	Common	Hart2017	MiniLibCas9
17354	NCKAP1L	-0.6138345557915836	Common	Hart2017	MiniLibCas9
17355	PPP1R1A	-0.2158366698407957	Exclusive	Hart2017	MiniLibCas9
17356	OR10A7	-0.1799075330570201	Exclusive	Hart2017	MiniLibCas9
17357	OR6C3	-0.2509732662048299	Common	Hart2017	MiniLibCas9
17358	CDK2	-0.9892121282518508	Common	Hart2017	MiniLibCas9
17359	ZC3H10	-0.1632824413043927	Exclusive	Hart2017	MiniLibCas9
17360	ANKRD52	-0.2477279699650604	Common	Hart2017	MiniLibCas9
17361	TIMELESS	-3.3778053620224777	Common	Hart2017	MiniLibCas9
17362	ATP5F1B	-1.0723973987872026	Common	Hart2017	MiniLibCas9
17363	NACA	-3.2401110682697456	Common	Hart2017	MiniLibCas9
17364	PRIM1	-4.145814571545714	Common	Hart2017	MiniLibCas9
17365	GPR182	-0.2107195168343636	Exclusive	Hart2017	MiniLibCas9
17366	ZBTB39	-0.2307190624073011	Common	Hart2017	MiniLibCas9
17367	MARS1	-2.393013361469633	Common	Hart2017	MiniLibCas9
17368	DCTN2	-0.8733489518048014	Common	Hart2017	MiniLibCas9
17369	AGAP2	-0.183224648566958	Exclusive	Hart2017	MiniLibCas9
17370	CDK4	-0.2977385479927722	Common	Hart2017	MiniLibCas9
17371	MARCHF9	-0.2737132535037557	Common	Hart2017	MiniLibCas9
17372	CYP27B1	-0.4436489708342293	Common	Hart2017	MiniLibCas9
17373	EEF1AKMT3	-0.1808451020589404	Exclusive	Hart2017	MiniLibCas9
17374	TSFM	-0.2898602573098959	Common	Hart2017	MiniLibCas9
17375	ATP23	-0.2186637700551794	Exclusive	Hart2017	MiniLibCas9
17376	USP15	-0.2501837765929255	Common	Hart2017	MiniLibCas9
17377	DPY19L2	-0.2120854091023931	Exclusive	Hart2017	MiniLibCas9
17378	CAND1	-0.2959121267801906	Common	Hart2017	MiniLibCas9
17379	NUP107	-2.078711296874879	Common	Hart2017	MiniLibCas9
17380	CPSF6	-0.64489730939465	Common	Hart2017	MiniLibCas9
17381	YEATS4	-1.1852196779672863	Common	Hart2017	MiniLibCas9
17382	CCT2	-4.332355960890554	Common	Hart2017	MiniLibCas9
17383	CNOT2	-0.2970246369952704	Common	Hart2017	MiniLibCas9
17384	ZFC3H1	-0.3091879418982541	Common	Hart2017	MiniLibCas9
17385	TMEM19	-0.2005415519470476	Exclusive	Hart2017	MiniLibCas9
17386	ATXN7L3B	-0.1828453429584914	Exclusive	Hart2017	MiniLibCas9
17387	KRR1	-2.071622270194232	Common	Hart2017	MiniLibCas9
17388	OSBPL8	-0.5381756993468148	Common	Hart2017	MiniLibCas9
17389	PPP1R12A	-0.971257358072994	Common	Hart2017	MiniLibCas9
17390	CCDC59	-0.3320462180677655	Common	Hart2017	MiniLibCas9
17391	CEP290	-0.226148343381477	Common	Hart2017	MiniLibCas9
17392	ATP2B1	-0.4782677331482703	Common	Hart2017	MiniLibCas9
17393	NUDT4	-0.5637830088472793	Common	Hart2017	MiniLibCas9
17394	UBE2N	-0.4412629965977792	Common	Hart2017	MiniLibCas9
17395	MRPL42	-0.3711976234435263	Common	Hart2017	MiniLibCas9
17396	SOCS2	-0.2951997357568268	Common	Hart2017	MiniLibCas9
17397	TMCC3	-0.1812233822751555	Exclusive	Hart2017	MiniLibCas9
17398	VEZT	-0.7791563291409448	Common	Hart2017	MiniLibCas9
17399	METAP2	-1.3652819297791816	Common	Hart2017	MiniLibCas9
17400	SNRPF	-5.180819217391598	Common	Hart2017	MiniLibCas9
17401	NEDD1	-4.248599247831897	Common	Hart2017	MiniLibCas9
17402	SLC25A3	-1.4626216272176311	Common	Hart2017	MiniLibCas9
17403	ACTR6	-0.9606107955311298	Common	Hart2017	MiniLibCas9
17404	UTP20	-2.0745343793413	Common	Hart2017	MiniLibCas9
17405	ARL1	-1.0146982166200635	Common	Hart2017	MiniLibCas9
17406	NUP37	-0.3020717153832692	Common	Hart2017	MiniLibCas9
17407	HSP90B1	-0.7789278061920677	Common	Hart2017	MiniLibCas9
17408	C12orf45	-0.8457378874505666	Common	Hart2017	MiniLibCas9
17409	POLR3B	-2.8248154425969823	Common	Hart2017	MiniLibCas9
17410	PWP1	-1.3487327087345145	Common	Hart2017	MiniLibCas9
17411	SART3	-3.880600801227693	Common	Hart2017	MiniLibCas9
17412	ISCU	-5.192865970139918	Common	Hart2017	MiniLibCas9
17413	MVK	-1.1013042725601396	Common	Hart2017	MiniLibCas9
17414	TCHP	-0.2059292259157921	Exclusive	Hart2017	MiniLibCas9
17415	ATP2A2	-3.0820102813954358	Common	Hart2017	MiniLibCas9
17416	GPN3	-2.913462450268665	Common	Hart2017	MiniLibCas9
17417	VPS29	-0.8069962172153756	Common	Hart2017	MiniLibCas9
17418	NAA25	-0.4925728342875494	Common	Hart2017	MiniLibCas9
17419	RPL6	-2.360121976785884	Common	Hart2017	MiniLibCas9
17420	DDX54	-3.112359213931206	Common	Hart2017	MiniLibCas9
17421	RBM19	-1.1637641912953145	Common	Hart2017	MiniLibCas9
17422	RFC5	-2.388012787386152	Common	Hart2017	MiniLibCas9
17423	SUDS3	-0.5799108840845193	Common	Hart2017	MiniLibCas9
17424	HSPB8	-0.1799229886027709	Exclusive	Hart2017	MiniLibCas9
17425	CIT	-0.6316941759760177	Common	Hart2017	MiniLibCas9
17426	RPLP0	-2.911252602189836	Common	Hart2017	MiniLibCas9
17427	PXN	-0.1814685460145533	Exclusive	Hart2017	MiniLibCas9
17428	TRIAP1	-1.7302856243609988	Common	Hart2017	MiniLibCas9
17429	GATC	-0.2998002068241908	Common	Hart2017	MiniLibCas9
17430	POP5	-1.7385989339203989	Common	Hart2017	MiniLibCas9
17431	ANAPC5	-4.874632375700848	Common	Hart2017	MiniLibCas9
17432	SETD1B	-0.1858703971437198	Exclusive	Hart2017	MiniLibCas9
17433	PSMD9	-0.2722881241239226	Common	Hart2017	MiniLibCas9
17434	DIABLO	-0.2013547899762584	Exclusive	Hart2017	MiniLibCas9
17435	CLIP1	-0.2023457856578305	Exclusive	Hart2017	MiniLibCas9
17436	KNTC1	-0.2372005869678807	Common	Hart2017	MiniLibCas9
17437	SBNO1	-1.566020078582249	Common	Hart2017	MiniLibCas9
17438	KMT5A	-0.3251892807402727	Common	Hart2017	MiniLibCas9
17439	SNRNP35	-2.190956896139345	Common	Hart2017	MiniLibCas9
17440	EIF2B1	-0.5050714740200055	Common	Hart2017	MiniLibCas9
17441	DNAH10	-0.2327152039987177	Common	Hart2017	MiniLibCas9
17442	UBC	-0.8751146799667993	Common	Hart2017	MiniLibCas9
17443	DHX37	-1.380738591339937	Common	Hart2017	MiniLibCas9
17444	BRI3BP	-0.1794251530668845	Exclusive	Hart2017	MiniLibCas9
17445	TMEM132D	-0.1738008367110134	Exclusive	Hart2017	MiniLibCas9
17446	RIMBP2	-0.4320174461618909	Common	Hart2017	MiniLibCas9
17447	RAN	-6.471114183585741	Common	Hart2017	MiniLibCas9
17448	SFSWAP	-0.8421283098885426	Common	Hart2017	MiniLibCas9
17449	EP400	-0.7628034571567058	Common	Hart2017	MiniLibCas9
17450	DDX51	-0.9981498680486192	Common	Hart2017	MiniLibCas9
17451	NOC4L	-1.1448162286886836	Common	Hart2017	MiniLibCas9
17452	POLE	-3.290985268602641	Common	Hart2017	MiniLibCas9
17453	ANKLE2	-4.12533011400703	Common	Hart2017	MiniLibCas9
17454	PSPC1	-0.1671562746753129	Exclusive	Hart2017	MiniLibCas9
17455	ZMYM2	-0.4254085688898856	Common	Hart2017	MiniLibCas9
17456	SAP18	-1.845898031333463	Common	Hart2017	MiniLibCas9
17457	SKA3	-0.745331807536918	Common	Hart2017	MiniLibCas9
17458	MRPL57	-0.5545182913892879	Common	Hart2017	MiniLibCas9
17459	SGCG	-0.2044168435531644	Exclusive	Hart2017	MiniLibCas9
17460	C1QTNF9B	-0.5451917780204789	Common	Hart2017	MiniLibCas9
17461	C1QTNF9	-0.5183821813083362	Common	Hart2017	MiniLibCas9
17462	MTMR6	-0.3101289192510703	Common	Hart2017	MiniLibCas9
17463	RPL21	-2.2182304998223548	Common	Hart2017	MiniLibCas9
17464	GTF3A	-0.2901709056102778	Common	Hart2017	MiniLibCas9
17465	POMP	-1.1210565225502058	Common	Hart2017	MiniLibCas9
17466	SLC7A1	-0.2631659112745478	Common	Hart2017	MiniLibCas9
17467	HMGB1	-0.2617239240821748	Common	Hart2017	MiniLibCas9
17468	USPL1	-1.5458416451175827	Common	Hart2017	MiniLibCas9
17469	RFC3	-2.1489686741513987	Common	Hart2017	MiniLibCas9
17470	MAB21L1	-0.1992334715567751	Exclusive	Hart2017	MiniLibCas9
17471	ALG5	-0.2895226427765932	Common	Hart2017	MiniLibCas9
17472	EXOSC8	-0.8645988964153046	Common	Hart2017	MiniLibCas9
17473	SUPT20H	-0.2584014441080774	Common	Hart2017	MiniLibCas9
17474	UFM1	-0.3151181486733688	Common	Hart2017	MiniLibCas9
17475	COG6	-0.2563617673812651	Common	Hart2017	MiniLibCas9
17476	ELF1	-0.222718873891855	Exclusive	Hart2017	MiniLibCas9
17477	VWA8	-0.1689822221573604	Exclusive	Hart2017	MiniLibCas9
17478	GTF2F2	-1.3092284253998128	Common	Hart2017	MiniLibCas9
17479	TPT1	-0.8424223049447183	Common	Hart2017	MiniLibCas9
17480	COG3	-0.9864936310414844	Common	Hart2017	MiniLibCas9
17481	ZC3H13	-0.2856982058089254	Common	Hart2017	MiniLibCas9
17482	MED4	-1.7749053526670069	Common	Hart2017	MiniLibCas9
17483	INTS6	-3.2885621049512364	Common	Hart2017	MiniLibCas9
17484	ALG11	-2.377287276881352	Common	Hart2017	MiniLibCas9
17485	UTP14C	-0.1950857649156679	Exclusive	Hart2017	MiniLibCas9
17486	VPS36	-0.3855196142182991	Common	Hart2017	MiniLibCas9
17487	CKAP2	-0.1966431363407477	Exclusive	Hart2017	MiniLibCas9
17488	MZT1	-3.81457168002898	Common	Hart2017	MiniLibCas9
17489	BORA	-0.4631563682487088	Common	Hart2017	MiniLibCas9
17490	DIS3	-1.6903944088203025	Common	Hart2017	MiniLibCas9
17491	KLF5	-1.5621093966874748	Common	Hart2017	MiniLibCas9
17492	EDNRB	-0.1602234633848313	Exclusive	Hart2017	MiniLibCas9
17493	IPO5	-0.5092395824267552	Common	Hart2017	MiniLibCas9
17494	ERCC5	-0.1720697133153746	Exclusive	Hart2017	MiniLibCas9
17495	ARGLU1	-0.7247609101574237	Common	Hart2017	MiniLibCas9
17496	IRS2	-0.370554855163626	Common	Hart2017	MiniLibCas9
17497	NAXD	-0.3185932461234405	Common	Hart2017	MiniLibCas9
17498	TUBGCP3	-3.2923380086186764	Common	Hart2017	MiniLibCas9
17499	F7	-0.3032005414035217	Common	Hart2017	MiniLibCas9
17500	PCID2	-3.063428816625501	Common	Hart2017	MiniLibCas9
17501	TFDP1	-0.1798812685298337	Exclusive	Hart2017	MiniLibCas9
17502	GRK1	-0.194220896302221	Exclusive	Hart2017	MiniLibCas9
17503	CDC16	-2.625466266737132	Common	Hart2017	MiniLibCas9
17504	POTEM	-0.5622524682797995	Common	Hart2017	MiniLibCas9
17505	OSGEP	-0.6123945892442277	Common	Hart2017	MiniLibCas9
17506	HNRNPC	-2.334615843185042	Common	Hart2017	MiniLibCas9
17507	SUPT16H	-2.46676876694192	Common	Hart2017	MiniLibCas9
17508	CHD8	-0.2640257757784293	Common	Hart2017	MiniLibCas9
17509	METTL3	-0.5810404837173115	Common	Hart2017	MiniLibCas9
17510	DAD1	-2.434725977530265	Common	Hart2017	MiniLibCas9
17511	OR6J1	-0.1624840210221338	Exclusive	Hart2017	MiniLibCas9
17512	OXA1L	-0.3093272563284743	Common	Hart2017	MiniLibCas9
17513	PRMT5	-3.195253523064617	Common	Hart2017	MiniLibCas9
17514	HAUS4	-2.047929199276937	Common	Hart2017	MiniLibCas9
17515	PSMB5	-3.7821655274152377	Common	Hart2017	MiniLibCas9
17516	PSMB11	-0.2595358839757595	Common	Hart2017	MiniLibCas9
17517	ACIN1	-1.4446020986478385	Common	Hart2017	MiniLibCas9
17518	PABPN1	-1.768130920952987	Common	Hart2017	MiniLibCas9
17519	NGDN	-1.109288355981228	Common	Hart2017	MiniLibCas9
17520	CARMIL3	-0.275341489451157	Common	Hart2017	MiniLibCas9
17521	NEDD8	-2.581495511344548	Common	Hart2017	MiniLibCas9
17522	TINF2	-1.932516655106264	Common	Hart2017	MiniLibCas9
17523	RABGGTA	-3.065019563993981	Common	Hart2017	MiniLibCas9
17524	NOP9	-0.8355346005766838	Common	Hart2017	MiniLibCas9
17525	SCFD1	-3.499481114302498	Common	Hart2017	MiniLibCas9
17526	EAPP	-0.6777096873439213	Common	Hart2017	MiniLibCas9
17527	SRP54	-5.346849987226852	Common	Hart2017	MiniLibCas9
17528	PPP2R3C	-0.5182057428673645	Common	Hart2017	MiniLibCas9
17529	PSMA6	-4.566013107948206	Common	Hart2017	MiniLibCas9
17530	FOXA1	-0.216505678026779	Exclusive	Hart2017	MiniLibCas9
17531	GEMIN2	-0.5760619957945734	Common	Hart2017	MiniLibCas9
17532	PNN	-1.1022313418423029	Common	Hart2017	MiniLibCas9
17533	PRPF39	-0.8277068061281311	Common	Hart2017	MiniLibCas9
17534	FANCM	-0.1597994689920688	Exclusive	Hart2017	MiniLibCas9
17535	MIS18BP1	-0.7962348664338927	Common	Hart2017	MiniLibCas9
17536	RPS29	-2.311708013165064	Common	Hart2017	MiniLibCas9
17537	LRR1	-3.657833362677122	Common	Hart2017	MiniLibCas9
17538	POLE2	-4.432362546156971	Common	Hart2017	MiniLibCas9
17539	PSMC6	-3.3731782147020084	Common	Hart2017	MiniLibCas9
17540	WDHD1	-1.2198697703553325	Common	Hart2017	MiniLibCas9
17541	EXOC5	-0.6989341099465908	Common	Hart2017	MiniLibCas9
17542	NAA30	-0.7705710932015064	Common	Hart2017	MiniLibCas9
17543	ACTR10	-3.202747104935064	Common	Hart2017	MiniLibCas9
17544	PSMA3	-3.564974715612915	Common	Hart2017	MiniLibCas9
17545	TIMM9	-0.425232631134654	Common	Hart2017	MiniLibCas9
17546	TRMT5	-0.6427714464432845	Common	Hart2017	MiniLibCas9
17547	SNAPC1	-2.6793098163000533	Common	Hart2017	MiniLibCas9
17548	PPP2R5E	-0.1944257071085796	Exclusive	Hart2017	MiniLibCas9
17549	SGPP1	-0.1652519497424401	Exclusive	Hart2017	MiniLibCas9
17550	MTHFD1	-0.7366534597869354	Common	Hart2017	MiniLibCas9
17551	FNTB	-1.0611066572353038	Common	Hart2017	MiniLibCas9
17552	MAX	-2.6660541573454144	Common	Hart2017	MiniLibCas9
17553	ATP6V1D	-2.0633620704719253	Common	Hart2017	MiniLibCas9
17554	EIF2S1	-3.5563119931901817	Common	Hart2017	MiniLibCas9
17555	PLEK2	-0.1624705123988904	Exclusive	Hart2017	MiniLibCas9
17556	ERH	-3.712106120064434	Common	Hart2017	MiniLibCas9
17557	MED6	-3.348445701687852	Common	Hart2017	MiniLibCas9
17558	RBM25	-3.4949017422000668	Common	Hart2017	MiniLibCas9
17559	LIN52	-2.4116385735176378	Common	Hart2017	MiniLibCas9
17560	ISCA2	-0.2316551049152378	Common	Hart2017	MiniLibCas9
17561	FCF1	-1.307197730013679	Common	Hart2017	MiniLibCas9
17562	DLST	-0.5520063986409871	Common	Hart2017	MiniLibCas9
17563	RPS6KL1	-0.5216021064786263	Common	Hart2017	MiniLibCas9
17564	EIF2B2	-2.9822884567825154	Common	Hart2017	MiniLibCas9
17565	TMED10	-0.703735205895714	Common	Hart2017	MiniLibCas9
17566	SNW1	-1.6605134109140265	Common	Hart2017	MiniLibCas9
17567	CEP128	-0.3414525728771174	Common	Hart2017	MiniLibCas9
17568	GTF2A1	-1.5965280481897983	Common	Hart2017	MiniLibCas9
17569	SEL1L	-0.3008622151474054	Common	Hart2017	MiniLibCas9
17570	PSMC1	-4.15560380273055	Common	Hart2017	MiniLibCas9
17571	NRDE2	-1.7770388882439845	Common	Hart2017	MiniLibCas9
17572	CPSF2	-3.0376825795757765	Common	Hart2017	MiniLibCas9
17573	DDX24	-1.106357004319947	Common	Hart2017	MiniLibCas9
17574	DICER1	-0.1687140923228453	Exclusive	Hart2017	MiniLibCas9
17575	VRK1	-0.4389140415043371	Common	Hart2017	MiniLibCas9
17576	CCNK	-3.3559735289433217	Common	Hart2017	MiniLibCas9
17577	YY1	-1.0988683333380629	Common	Hart2017	MiniLibCas9
17578	WARS1	-2.235775751680154	Common	Hart2017	MiniLibCas9
17579	WDR25	-0.9611441196253312	Common	Hart2017	MiniLibCas9
17580	DYNC1H1	-4.360682729651602	Common	Hart2017	MiniLibCas9
17581	CINP	-1.628322449369675	Common	Hart2017	MiniLibCas9
17582	EIF5	-1.3429185735099598	Common	Hart2017	MiniLibCas9
17583	XRCC3	-0.726171133642642	Common	Hart2017	MiniLibCas9
17584	AKT1	-0.2039670488047774	Exclusive	Hart2017	MiniLibCas9
17585	BRF1	-2.293755028600277	Common	Hart2017	MiniLibCas9
17586	TEDC1	-0.3655618093169994	Common	Hart2017	MiniLibCas9
17587	GOLGA6L6	-0.8854803840883019	Common	Hart2017	MiniLibCas9
17588	OR4M2	-0.4732376282509644	Common	Hart2017	MiniLibCas9
17589	GOLGA8M	-0.3918493477316175	Common	Hart2017	MiniLibCas9
17590	TUBGCP5	-3.0206490078877604	Common	Hart2017	MiniLibCas9
17591	GOLGA8J	-0.6672656143845874	Common	Hart2017	MiniLibCas9
17592	GOLGA8H	-1.7042934102822958	Common	Hart2017	MiniLibCas9
17593	GOLGA8K	-1.1223796055577302	Common	Hart2017	MiniLibCas9
17594	GOLGA8N	-0.9594268857821452	Common	Hart2017	MiniLibCas9
17595	SCG5	-0.2717244457973864	Common	Hart2017	MiniLibCas9
17596	EMC7	-0.3509595627530451	Common	Hart2017	MiniLibCas9
17597	NOP10	-0.8624895824336017	Common	Hart2017	MiniLibCas9
17598	AQR	-3.8962502968345833	Common	Hart2017	MiniLibCas9
17599	SRP14	-0.9810739099438806	Common	Hart2017	MiniLibCas9
17600	BMF	-0.6121723447461644	Common	Hart2017	MiniLibCas9
17601	BUB1B	-2.448020861743186	Common	Hart2017	MiniLibCas9
17602	BAHD1	-0.2238691687861878	Exclusive	Hart2017	MiniLibCas9
17603	KNL1	-0.383694812384871	Common	Hart2017	MiniLibCas9
17604	RAD51	-2.07667815497072	Common	Hart2017	MiniLibCas9
17605	DNAJC17	-2.342302247410403	Common	Hart2017	MiniLibCas9
17606	VPS18	-0.8003871120542119	Common	Hart2017	MiniLibCas9
17607	DLL4	-0.1798595980171934	Exclusive	Hart2017	MiniLibCas9
17608	INO80	-0.9017384982813552	Common	Hart2017	MiniLibCas9
17609	OIP5	-1.8401871463829955	Common	Hart2017	MiniLibCas9
17610	RTF1	-1.2584768621067297	Common	Hart2017	MiniLibCas9
17611	RPAP1	-3.9081060822442986	Common	Hart2017	MiniLibCas9
17612	SNAP23	-2.412603195943921	Common	Hart2017	MiniLibCas9
17613	HAUS2	-1.368721677007885	Common	Hart2017	MiniLibCas9
17614	TUBGCP4	-1.5750167094999892	Common	Hart2017	MiniLibCas9
17615	STRC	-0.2192966139983249	Exclusive	Hart2017	MiniLibCas9
17616	HYPK	-0.2298669210392338	Common	Hart2017	MiniLibCas9
17617	MFAP1	-1.882876965453637	Common	Hart2017	MiniLibCas9
17618	EIF3J	-1.0457466134454654	Common	Hart2017	MiniLibCas9
17619	SPATA5L1	-0.5123256756476795	Common	Hart2017	MiniLibCas9
17620	DUT	-3.618777014270968	Common	Hart2017	MiniLibCas9
17621	COPS2	-1.6669941018654937	Common	Hart2017	MiniLibCas9
17622	GABPB1	-0.2358724971109005	Common	Hart2017	MiniLibCas9
17623	USP8	-0.3492050635398486	Common	Hart2017	MiniLibCas9
17624	TRPM7	-0.5853477275001017	Common	Hart2017	MiniLibCas9
17625	LEO1	-0.2323229004951964	Common	Hart2017	MiniLibCas9
17626	RSL24D1	-2.150832076628564	Common	Hart2017	MiniLibCas9
17627	CGNL1	-0.1749758757498864	Exclusive	Hart2017	MiniLibCas9
17628	GTF2A2	-1.830455834420808	Common	Hart2017	MiniLibCas9
17629	RBPMS2	-0.1858479679318418	Exclusive	Hart2017	MiniLibCas9
17630	MTFMT	-0.5284983011032676	Common	Hart2017	MiniLibCas9
17631	PDCD7	-2.2712235820745104	Common	Hart2017	MiniLibCas9
17632	INTS14	-0.4672522106186916	Common	Hart2017	MiniLibCas9
17633	TIPIN	-0.3419773085388781	Common	Hart2017	MiniLibCas9
17634	MAP2K1	-0.8355123730981071	Common	Hart2017	MiniLibCas9
17635	SNAPC5	-1.4286198127950174	Common	Hart2017	MiniLibCas9
17636	RPL4	-2.835360020364716	Common	Hart2017	MiniLibCas9
17637	SMAD6	-0.3122380548724921	Common	Hart2017	MiniLibCas9
17638	KIF23	-2.729209129411242	Common	Hart2017	MiniLibCas9
17639	RPLP1	-1.0331597229216678	Common	Hart2017	MiniLibCas9
17640	CT62	-0.3160194325822044	Common	Hart2017	MiniLibCas9
17641	ARIH1	-1.0170701789713794	Common	Hart2017	MiniLibCas9
17642	GOLGA6B	-0.2312961403440143	Common	Hart2017	MiniLibCas9
17643	GOLGA6A	-4.161608410964323	Common	Hart2017	MiniLibCas9
